Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
r008332,"Education: Patent Bar License Experience: 4 years Skills: Writing, Legal Expertise, Technical Knowledge, Ruby, Database Design, Communication, Compliance, Patent Law",patent bar license,4,writing|legal expertise|technical knowledge|ruby|database design|communication|compliance|patent law|research|java|adaptability,patent attorney,legal services
r008333,"Education: MBA Experience: 9 years Skills: Communication, Mobile UI/UX, Strategic Leadership, Adobe Creative Suite, Business Acumen, Decision Making, AWS, Executive Management",mba,9,communication|mobile ui/ux|strategic leadership|adobe creative suite|business acumen|decision making|aws|executive management|vision,chief executive officer,private sector management
r008334,"Education: Bachelor's in Meteorology Experience: 0 years Skills: Communication, Data Analysis, Problem Solving, Mobile Security, Research, Jupyter, GCP, App Testing",bachelor's in meteorology,0,communication|data analysis|problem solving|mobile security|research|jupyter|gcp|app testing|meteorology|weather analysis,meteorologist,science & research
r008335,"Education: Bachelor's in Computer Science Experience: 0 years Skills: Vue.js, API Integration, Jenkins, CSS, Vuex, Scala, JavaScript, Angular",bachelor's in computer science,0,vue.js|api integration|jenkins|css|vuex|scala|javascript|angular|html,vue developer,technology
r008336,"Education: MBA Experience: 10 years Skills: Vision Setting, Jira, Decision Making, Culture Building, Android, Change Management, Executive Communication, Strategic Leadership",mba,10,vision setting|jira|decision making|culture building|android|change management|executive communication|strategic leadership|organizational development,chief people officer,human resources
r008337,"Education: High School Experience: 2 years Skills: Fire Fighting, Physical Fitness, Teamwork, Mentoring, Compliance, Problem Solving, Safety, Quick Thinking",high school,2,fire fighting|physical fitness|teamwork|mentoring|compliance|problem solving|safety|quick thinking,firefighter,law enforcement
r008338,"Education: High School Experience: 1 years Skills: Marketing, Property Knowledge, Communication, Customer Service, Negotiation, Market Research, Sales, PyTorch",high school,1,marketing|property knowledge|communication|customer service|negotiation|market research|sales|pytorch,real estate agent,construction & real estate
r008339,"Education: Bachelor's in Geology Experience: 2 years Skills: R, Sales, Geology, Technical Knowledge, User Interface, Security Architecture, Analysis, React Native",bachelor's in geology,2,r|sales|geology|technical knowledge|user interface|security architecture|analysis|react native|research|field work|problem solving,geologist,science & research
r008340,"Education: Culinary School Experience: 5 years Skills: Culinary Skills, Mentoring, Scrum, Creativity, Recipe Development, Leadership, Food Safety, Microservices",culinary school,5,culinary skills|mentoring|scrum|creativity|recipe development|leadership|food safety|microservices|machine learning|kitchen management,head chef,hospitality & food service
r008341,"Education: Bachelor's in Engineering Experience: 0 years Skills: TypeScript, Machine Learning, Signal Processing, SQL, Numerical Analysis, Simulink, MATLAB, Mathematics",bachelor's in engineering,0,typescript|machine learning|signal processing|sql|numerical analysis|simulink|matlab|mathematics|problem solving,matlab developer,technology
r008342,"Education: Bachelor's Degree Experience: 2 years Skills: Discipline, React Native, Leadership, Communication, Problem Solving, Cassandra, Safety, Security Protocols",bachelor's degree,2,discipline|react native|leadership|communication|problem solving|cassandra|safety|security protocols|strategic planning,military officer,law enforcement
r008343,"Education: Bachelor's in Mathematics Experience: 0 years Skills: Problem Solving, ggplot2, Data Visualization, Statistical Analysis, Time Management, tidyverse, Network Security, R",bachelor's in mathematics,0,problem solving|ggplot2|data visualization|statistical analysis|time management|tidyverse|network security|r,r programmer,data & analytics
r008344,"Education: Associate in Law Experience: 1 years Skills: Attention to Detail, Legal Knowledge, Encryption, Document Preparation, Organization, Legal Research, Jira, Communication",associate in law,1,attention to detail|legal knowledge|encryption|document preparation|organization|legal research|jira|communication,paralegal,legal services
r008345,"Education: IT Certification Experience: 4 years Skills: Linux, MongoDB, Adaptability, Terraform, Tableau, Backup Recovery, Security, Database Optimization",it certification,4,linux|mongodb|adaptability|terraform|tableau|backup recovery|security|database optimization|financial analysis|microservices|sql,database administrator,technology
r008346,"Education: Police Academy Experience: 2 years Skills: Attention to Detail, Analysis, Investigation, Decision Making, Terraform, NumPy, Problem Solving, Communication",police academy,2,attention to detail|analysis|investigation|decision making|terraform|numpy|problem solving|communication|judgment,detective,law enforcement
r008347,"Education: Bachelor's in Finance Experience: 3 years Skills: Graphic Design, Excel, Financial Modeling, Deep Learning, Risk Analysis, Valuation, Business Acumen, Python",bachelor's in finance,3,graphic design|excel|financial modeling|deep learning|risk analysis|valuation|business acumen|python|figma|statistics,financial analyst,finance & accounting
r008348,"Education: Security Training Experience: 3 years Skills: Kanban, Leadership, Investigation, Penetration Testing, Adaptability, Terraform, Communication, JavaScript",security training,3,kanban|leadership|investigation|penetration testing|adaptability|terraform|communication|javascript|problem solving|surveillance|security,loss prevention manager,retail & hospitality
r008349,"Education: Doctor of Pharmacy Experience: 0 years Skills: Pharmacy Knowledge, Adaptability, Attention to Detail, Communication, Patient Counseling, Drug Interactions, Accuracy, Swift",doctor of pharmacy,0,pharmacy knowledge|adaptability|attention to detail|communication|patient counseling|drug interactions|accuracy|swift|java|business acumen|tableau,pharmacist,healthcare
r008350,"Education: Bachelor's in HR Experience: 4 years Skills: Network Security, Networking, PHP, Recruitment, Communication, Job Posting, ATS Systems, Interviewing",bachelor's in hr,4,network security|networking|php|recruitment|communication|job posting|ats systems|interviewing,talent acquisition specialist,human resources
r008351,"Education: Master's in Computer Science Experience: 8 years Skills: Enterprise Architecture, Leadership, Scikit-learn, Vision, Communication, Technical Expertise, Jira, TypeScript",master's in computer science,8,enterprise architecture|leadership|scikit-learn|vision|communication|technical expertise|jira|typescript|strategic design|aws,enterprise architect,technology
r008352,"Education: Bachelor's in Computer Science Experience: 1 years Skills: HTML/CSS, React, PostgreSQL, JavaScript, Git, Database, Machine Learning, Business Acumen",bachelor's in computer science,1,html/css|react|postgresql|javascript|git|database|machine learning|business acumen|node.js,full stack developer,technology
r008353,"Education: High School Experience: 2 years Skills: Agile, Fleet Management, Maintenance, Critical Thinking, Problem Solving, Node.js, Leadership, Rust",high school,2,agile|fleet management|maintenance|critical thinking|problem solving|node.js|leadership|rust|safety|cost management,fleet manager,transportation & logistics
r008354,"Education: Bachelor's in Business Experience: 3 years Skills: Business Development, Leadership, Sales, Business Acumen, Sports Knowledge, Scikit-learn, Networking, Communication",bachelor's in business,3,business development|leadership|sales|business acumen|sports knowledge|scikit-learn|networking|communication|negotiation,sports agent,sports & athletics
r008355,"Education: Certification Experience: 4 years Skills: Android, Microservices, Mobile UI/UX, Technical Skills, Sound Design, Java, Equipment Knowledge, Mobile Security",certification,4,android|microservices|mobile ui/ux|technical skills|sound design|java|equipment knowledge|mobile security|audio engineering|problem solving|precision,sound engineer,entertainment & media
r008356,"Education: Master's or PhD in Psychology Experience: 3 years Skills: Critical Thinking, Psychological Assessment, Patient Communication, MySQL, Empathy, Counseling, Serverless, Research",master's or phd in psychology,3,critical thinking|psychological assessment|patient communication|mysql|empathy|counseling|serverless|research|angular,psychologist,healthcare
r008357,"Education: High School Experience: 2 years Skills: Content Creation, Communication, Photography/Videography, Creativity, Strategic Planning, Figma, Social Media, Analytics",high school,2,content creation|communication|photography/videography|creativity|strategic planning|figma|social media|analytics|adobe creative suite|kubernetes|scikit-learn,social media content creator,media production
r008358,"Education: Bachelor's in Aerospace Engineering Experience: 2 years Skills: Structural Analysis, Physics, NoSQL, MATLAB, Perl, Design, Aerodynamics, CAD",bachelor's in aerospace engineering,2,structural analysis|physics|nosql|matlab|perl|design|aerodynamics|cad,aerospace engineer,engineering & manufacturing
r008359,"Education: Esthetics School Experience: 0 years Skills: Technical Skills, Facial Treatment, Communication, MongoDB, Customer Service, Teamwork, SQL, Skincare",esthetics school,0,technical skills|facial treatment|communication|mongodb|customer service|teamwork|sql|skincare|product knowledge,esthetician,beauty & wellness
r008360,"Education: Master's in Art History Experience: 4 years Skills: Problem Solving, Research, Communication, Risk Assessment, Art Knowledge, React, Curation, Management",master's in art history,4,problem solving|research|communication|risk assessment|art knowledge|react|curation|management,museum curator,arts & culture
r008361,"Education: Broker License Experience: 6 years Skills: Business Development, Sales Leadership, Real Estate Knowledge, Oracle, Team Management, SQL, Negotiation, Communication",broker license,6,business development|sales leadership|real estate knowledge|oracle|team management|sql|negotiation|communication,real estate broker,construction & real estate
r008362,"Education: Master's in Computer Science Experience: 7 years Skills: C#, Leadership, Strategic Design, Communication, Technical Expertise, Vision, Enterprise Architecture, Time Management",master's in computer science,7,c#|leadership|strategic design|communication|technical expertise|vision|enterprise architecture|time management,enterprise architect,technology
r008363,"Education: Radiography License Experience: 4 years Skills: Mobile Security, React, PHP, Technical Skills, Radiation Safety, iOS, Attention to Detail, Imaging Technology",radiography license,4,mobile security|react|php|technical skills|radiation safety|ios|attention to detail|imaging technology|communication|serverless|patient care,radiographer,healthcare
r008364,"Education: CPA or equivalent Experience: 3 years Skills: QuickBooks, Statistics, GAAP, Leadership, Accounting Principles, Financial Analysis, Excel, Tax Knowledge",cpa or equivalent,3,quickbooks|statistics|gaap|leadership|accounting principles|financial analysis|excel|tax knowledge,accountant,finance & accounting
r008365,"Education: Esthetics School Experience: 4 years Skills: Customer Service, Communication, Marketing, Facial Treatment, Technical Skills, HTML, Skincare, Product Knowledge",esthetics school,4,customer service|communication|marketing|facial treatment|technical skills|html|skincare|product knowledge,esthetician,beauty & wellness
r008366,"Education: Bachelor's in Computer Science Experience: 0 years Skills: Docker, API Integration, JavaScript, Vue.js, Vuex, HTML, CSS, Power BI",bachelor's in computer science,0,docker|api integration|javascript|vue.js|vuex|html|css|power bi|time management,vue developer,technology
r008367,"Education: Master's in Computer Science Experience: 5 years Skills: Statistics, Kotlin, CI/CD, React Native, Graphic Design, Research, Python, Machine Learning",master's in computer science,5,statistics|kotlin|ci/cd|react native|graphic design|research|python|machine learning|pytorch|deep learning|tensorflow,machine learning engineer,technology
r008368,"Education: Master's in Machine Learning Experience: 2 years Skills: TensorFlow, Artificial Intelligence, Mentoring, Problem Solving, CloudFormation, Jenkins, Python, Shell Scripting",master's in machine learning,2,tensorflow|artificial intelligence|mentoring|problem solving|cloudformation|jenkins|python|shell scripting|deep learning|research|financial analysis,ai/ml specialist,technology
r008369,"Education: Bachelor's in Business Experience: 3 years Skills: Six Sigma, Flask, Data Analysis, React Native, Lean Manufacturing, Figma, Change Management, Leadership",bachelor's in business,3,six sigma|flask|data analysis|react native|lean manufacturing|figma|change management|leadership|user interface|process analysis,process improvement manager,operations & supply chain
r008370,"Education: Bachelor's in Computer Science Experience: 5 years Skills: PostgreSQL, JavaScript, Market Research, Sales, Jira, JSON, Node.js, Aggregation",bachelor's in computer science,5,postgresql|javascript|market research|sales|jira|json|node.js|aggregation|indexing|mongodb|nosql,mongodb developer,technology
r008371,"Education: Experience Experience: 3 years Skills: Leadership, Equipment, Livestock Care, Android, CloudFormation, Vue.js, Health Knowledge, Business Skills",experience,3,leadership|equipment|livestock care|android|cloudformation|vue.js|health knowledge|business skills|adobe creative suite|docker|problem solving,livestock manager,agriculture
r008372,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Problem Solving, JavaScript, Creativity, E-commerce, Confluence, Magento, MySQL, PHP",bachelor's in computer science,2,problem solving|javascript|creativity|e-commerce|confluence|magento|mysql|php,magento developer,technology
r008373,"Education: Doctor of Physical Therapy Experience: 4 years Skills: CloudFormation, Exercise Prescription, Kotlin, Django, Communication, Compassion, Physical Therapy, Critical Thinking",doctor of physical therapy,4,cloudformation|exercise prescription|kotlin|django|communication|compassion|physical therapy|critical thinking|anatomy knowledge|patient assessment,physical therapist,healthcare
r008374,"Education: Bachelor's in Design Experience: 5 years Skills: PHP, TypeScript, Communication, Problem Solving, Creativity, Exhibition Design, MySQL, Project Management",bachelor's in design,5,php|typescript|communication|problem solving|creativity|exhibition design|mysql|project management|graphic design|sales|technical skills,exhibition designer,arts & culture
r008375,"Education: Trade School Experience: 5 years Skills: Network Security, Equipment Knowledge, Problem Solving, Technical Skills, Safety, Troubleshooting, Diesel Engines, Kanban",trade school,5,network security|equipment knowledge|problem solving|technical skills|safety|troubleshooting|diesel engines|kanban|terraform|r,diesel mechanic,skilled trades
r008376,"Education: License Experience: 6 years Skills: Problem Solving, Azure, Presentation Skills, Patient Care, Research, Technical Skills, Surgical Expertise, NoSQL",license,6,problem solving|azure|presentation skills|patient care|research|technical skills|surgical expertise|nosql|encryption|precision,surgeon,healthcare
r008377,"Education: Certification Experience: 0 years Skills: NoSQL, Technical Skills, Creativity, Audio Engineering, Equipment Knowledge, Precision, Problem Solving, Sound Design",certification,0,nosql|technical skills|creativity|audio engineering|equipment knowledge|precision|problem solving|sound design,sound engineer,entertainment & media
r008378,"Education: High School Experience: 5 years Skills: Customer Service, Inventory Control, Tableau, Kubernetes, Problem Solving, Sales Management, Technical Writing, Staff Leadership",high school,5,customer service|inventory control|tableau|kubernetes|problem solving|sales management|technical writing|staff leadership|cash handling,retail manager,retail & hospitality
r008379,"Education: Customer Service Certification Experience: 1 years Skills: Problem Solving, Attention to Detail, Patience, Customer Service, Communication, Product Knowledge, HTML, Firewalls",customer service certification,1,problem solving|attention to detail|patience|customer service|communication|product knowledge|html|firewalls|kotlin|time management|financial analysis,customer service representative,sales & customer service
r008380,"Education: License Experience: 0 years Skills: Encryption, Communication, Product Knowledge, Figma, Technical Skills, Skincare, Customer Service, Facial Treatment",license,0,encryption|communication|product knowledge|figma|technical skills|skincare|customer service|facial treatment|android|docker|php,esthetician,beauty & wellness
r008381,"Education: Bachelor's in IT Experience: 2 years Skills: SAP, Sales, Problem Solving, Enterprise Systems, Microservices, Configuration, Python, SQL",bachelor's in it,2,sap|sales|problem solving|enterprise systems|microservices|configuration|python|sql|oracle|abap,sap developer,technology
r008382,"Education: Bachelor's in IT Experience: 2 years Skills: Mentoring, Graphic Design, Dashboard Development, P&L Management, Android, Excel, Data Visualization, DAX",bachelor's in it,2,mentoring|graphic design|dashboard development|p&l management|android|excel|data visualization|dax|power bi|sql,power bi developer,data & analytics
r008383,"Education: Scrum Product Owner Certification Experience: 5 years Skills: Web Design, Oracle, Business Acumen, Azure, Product Strategy, Communication, Leadership, Backlog Management",scrum product owner certification,5,web design|oracle|business acumen|azure|product strategy|communication|leadership|backlog management|agile,product owner,technology
r008384,"Education: High School Experience: 0 years Skills: Driving, Time Management, Route Planning, Firewalls, HTML, Responsibility, Vehicle Maintenance, Mobile UI/UX",high school,0,driving|time management|route planning|firewalls|html|responsibility|vehicle maintenance|mobile ui/ux|safety,truck driver,transportation & logistics
r008385,"Education: Bachelor's in Environmental Engineering Experience: 3 years Skills: GraphQL, Water Systems, Sustainability, NoSQL, Analysis, Waste Management, NumPy, Regulations",bachelor's in environmental engineering,3,graphql|water systems|sustainability|nosql|analysis|waste management|numpy|regulations|mongodb|environmental assessment,environmental engineer,engineering & manufacturing
r008386,"Education: Bachelor's in Sales Experience: 5 years Skills: Team Leadership, Machine Learning, Communication, Negotiation, CRM, Target Setting, MongoDB, Sales Strategy",bachelor's in sales,5,team leadership|machine learning|communication|negotiation|crm|target setting|mongodb|sales strategy|php,sales manager,marketing & sales
r008387,"Education: Bachelor's in Computer Science Experience: 3 years Skills: React, Prototyping, Magento, Problem Solving, GCP, MySQL, Swift, E-commerce",bachelor's in computer science,3,react|prototyping|magento|problem solving|gcp|mysql|swift|e-commerce|javascript|php|jenkins,magento developer,technology
r008388,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Responsive Design, PHP, App Testing, Problem Solving, MySQL, CMS, Joomla, Theme Development",bachelor's in computer science,1,responsive design|php|app testing|problem solving|mysql|cms|joomla|theme development|javascript|graphql,joomla developer,technology
r008389,"Education: Culinary School Experience: 6 years Skills: Leadership, Recipe Development, Culinary Skills, Kanban, Food Safety, Creativity, Kitchen Management, Security Protocols",culinary school,6,leadership|recipe development|culinary skills|kanban|food safety|creativity|kitchen management|security protocols|seo,head chef,hospitality & food service
r008390,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Deep Learning, Python, Adobe Creative Suite, App Testing, Distributed Computing, Confluence, Scala, Security Protocols",bachelor's in computer science,2,deep learning|python|adobe creative suite|app testing|distributed computing|confluence|scala|security protocols|apache spark|big data|sql,spark developer,data & analytics
r008391,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: Law Enforcement, Conservation, Communication, Problem Solving, NumPy, Safety, Vue.js, Responsive Design",bachelor's in environmental science,2,law enforcement|conservation|communication|problem solving|numpy|safety|vue.js|responsive design|environmental knowledge|market research,conservation officer,conservation
r008392,"Education: Bachelor's in IT Experience: 2 years Skills: Excel, Data Analysis, Security Protocols, SQL, Power BI, Tableau, Budget Management, Terraform",bachelor's in it,2,excel|data analysis|security protocols|sql|power bi|tableau|budget management|terraform|reporting,bi analyst,data & analytics
r008393,"Education: Master's in Business Experience: 6 years Skills: Communication, Jenkins, Critical Thinking, Sales, Networking, Business Development Strategy, Negotiation, Flask",master's in business,6,communication|jenkins|critical thinking|sales|networking|business development strategy|negotiation|flask|market analysis,business development manager,marketing & sales
r008394,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Cassandra, Machine Learning, Firewalls, Maven, Java, REST API, Spring Boot, Microservices",bachelor's in computer science,4,cassandra|machine learning|firewalls|maven|java|rest api|spring boot|microservices|prototyping|sql,java backend developer,technology
r008395,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Scalability, CI/CD, NoSQL, Distributed Systems, TensorFlow, Flask, Cassandra, Performance",bachelor's in computer science,5,scalability|ci/cd|nosql|distributed systems|tensorflow|flask|cassandra|performance|network security|cql|android,cassandra developer,technology
r008396,"Education: Bachelor's in Aerospace Engineering Experience: 2 years Skills: Presentation Skills, Jenkins, Aerodynamics, TensorFlow, CAD, Design, Physics, Structural Analysis",bachelor's in aerospace engineering,2,presentation skills|jenkins|aerodynamics|tensorflow|cad|design|physics|structural analysis|matlab,aerospace engineer,engineering & manufacturing
r008397,"Education: Museum Studies Experience: 1 years Skills: TensorFlow, Responsive Design, Technical Skills, Communication, Problem Solving, Project Management, Exhibition Design, Creativity",museum studies,1,tensorflow|responsive design|technical skills|communication|problem solving|project management|exhibition design|creativity,exhibition designer,arts & culture
r008398,"Education: Bachelor's in Hospitality Management Experience: 3 years Skills: Budget Control, Communication, Hotel Management, Penetration Testing, Responsive Design, Django, Staff Management, Oracle",bachelor's in hospitality management,3,budget control|communication|hotel management|penetration testing|responsive design|django|staff management|oracle|leadership|customer service,hotel manager,hospitality & tourism
r008399,"Education: Bachelor's in Design Experience: 4 years Skills: Cassandra, Problem Solving, Agile, Communication, Creativity, Project Management, Technical Skills, Exhibition Design",bachelor's in design,4,cassandra|problem solving|agile|communication|creativity|project management|technical skills|exhibition design,exhibition designer,arts & culture
r008400,"Education: Surgical Specialty Training Experience: 6 years Skills: Documentation, Surgical Expertise, Technical Skills, Go, Database Design, Problem Solving, Research, GCP",surgical specialty training,6,documentation|surgical expertise|technical skills|go|database design|problem solving|research|gcp|precision|patient care,surgeon,healthcare
r008401,"Education: Bachelor's in Game Development Experience: 3 years Skills: C#, Flutter, Redis, C++, Game Physics, Unreal Engine, Unity, Technical Writing",bachelor's in game development,3,c#|flutter|redis|c++|game physics|unreal engine|unity|technical writing|typescript|graphics programming|problem solving,game developer,technology
r008402,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: Problem Solving, Swift, Database Design, Conservation, Outdoor Skills, Prototyping, Market Research, Communication",bachelor's in environmental science,2,problem solving|swift|database design|conservation|outdoor skills|prototyping|market research|communication|public safety|data analysis|environmental knowledge,park ranger,conservation
r008403,"Education: Bachelor's in Computer Science Experience: 3 years Skills: API Integration, Docker, Project Management, HTML, Vuex, JavaScript, CSS, Vue.js",bachelor's in computer science,3,api integration|docker|project management|html|vuex|javascript|css|vue.js|decision making,vue developer,technology
r008404,"Education: Bachelor's in HR Experience: 7 years Skills: E-Learning, Training Design, REST API, iOS, Coaching, Curriculum Development, App Testing, Leadership",bachelor's in hr,7,e-learning|training design|rest api|ios|coaching|curriculum development|app testing|leadership|project management,learning & development manager,human resources
r008405,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Serverless, XML, Java, Mobile Design, Kotlin, Android SDK, REST API, Documentation",bachelor's in computer science,2,serverless|xml|java|mobile design|kotlin|android sdk|rest api|documentation,mobile developer android,technology
r008406,"Education: Bachelor's in Engineering Experience: 3 years Skills: Machine Learning, Production Planning, Mobile UI/UX, Creativity, Network Security, Equipment Maintenance, Safety, Quality Control",bachelor's in engineering,3,machine learning|production planning|mobile ui/ux|creativity|network security|equipment maintenance|safety|quality control|problem solving|staff management,production manager,operations & supply chain
r008407,"Education: Bachelor's in Marketing Experience: 5 years Skills: Financial Analysis, Power BI, Budget Management, Campaign Management, NumPy, Communication, Leadership, Technical Writing",bachelor's in marketing,5,financial analysis|power bi|budget management|campaign management|numpy|communication|leadership|technical writing|rust|analytics|brand strategy,marketing manager,marketing & sales
r008408,"Education: Administrative Certificate Experience: 4 years Skills: Budgeting, Docker, Community Relations, Problem Solving, Management, Business Development, Staff Management, Ruby",administrative certificate,4,budgeting|docker|community relations|problem solving|management|business development|staff management|ruby|vision|educational leadership,school principal,education & training
r008409,"Education: Bachelor's in Operations Experience: 5 years Skills: Data Analysis, Mentoring, Jupyter, Critical Thinking, Supply Planning, Excel, ERP Systems, Statistical Analysis",bachelor's in operations,5,data analysis|mentoring|jupyter|critical thinking|supply planning|excel|erp systems|statistical analysis|demand forecasting|figma|leadership,demand planner,operations & supply chain
r008410,"Education: Bachelor's in Electronics Engineering Experience: 2 years Skills: CAD, Microcontrollers, Hardware Design, Swift, PCB Design, Embedded Systems, TypeScript, Problem Solving",bachelor's in electronics engineering,2,cad|microcontrollers|hardware design|swift|pcb design|embedded systems|typescript|problem solving|circuit design,electronics engineer,engineering & manufacturing
r008411,"Education: Bachelor's in Engineering Experience: 1 years Skills: Technical Knowledge, Problem Solving, Firewalls, Adaptability, Machine Learning, Flutter, Documentation, Coordination",bachelor's in engineering,1,technical knowledge|problem solving|firewalls|adaptability|machine learning|flutter|documentation|coordination|communication|project management,project engineer,engineering & manufacturing
r008412,"Education: Trade School Experience: 3 years Skills: HVAC Systems, Presentation Skills, Safety, Troubleshooting, Technical Knowledge, Equipment, Problem Solving, Redis",trade school,3,hvac systems|presentation skills|safety|troubleshooting|technical knowledge|equipment|problem solving|redis,hvac technician,skilled trades
r008413,"Education: Master's or PhD in Psychology Experience: 2 years Skills: Critical Thinking, Shell Scripting, Patient Communication, Budget Management, Empathy, Psychological Assessment, Research, TypeScript",master's or phd in psychology,2,critical thinking|shell scripting|patient communication|budget management|empathy|psychological assessment|research|typescript|counseling|ansible|serverless,psychologist,healthcare
r008414,"Education: Bachelor's in Supply Chain Management Experience: 4 years Skills: Forecasting, Analytics, Leadership, Vue.js, Inventory Management, Supply Chain Strategy, Vendor Management, Serverless",bachelor's in supply chain management,4,forecasting|analytics|leadership|vue.js|inventory management|supply chain strategy|vendor management|serverless|procurement,supply chain manager,operations & supply chain
r008415,"Education: Bachelor's in Clinical Laboratory Science Experience: 0 years Skills: Swift, Safety, Laboratory Analysis, GraphQL, Quality Control, Kubernetes, Equipment Maintenance, App Testing",bachelor's in clinical laboratory science,0,swift|safety|laboratory analysis|graphql|quality control|kubernetes|equipment maintenance|app testing|attention to detail|data analysis,clinical lab scientist,healthcare
r008416,"Education: Training Experience: 5 years Skills: Responsibility, MySQL, Decision Making, Figma, Flying, Technical Knowledge, Oracle, Safety",training,5,responsibility|mysql|decision making|figma|flying|technical knowledge|oracle|safety|navigation,pilot,transportation & logistics
r008417,"Education: Certificate in Water Treatment Experience: 2 years Skills: Safety, Testing, Graphic Design, Maintenance, CSS, Compliance, Equipment Operation, Water Treatment",certificate in water treatment,2,safety|testing|graphic design|maintenance|css|compliance|equipment operation|water treatment,water treatment operator,energy & utilities
r008418,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Node.js, CloudFormation, TypeScript, RxJS, Time Management, Agile, CSS, API Integration",bachelor's in computer science,1,node.js|cloudformation|typescript|rxjs|time management|agile|css|api integration|angular|javascript|docker,angular developer,technology
r008419,"Education: Master's in Business Experience: 13 years Skills: MongoDB, Business Operations, Adobe Creative Suite, Strategic Thinking, Leadership, Time Management, Decision Making, TypeScript",master's in business,13,mongodb|business operations|adobe creative suite|strategic thinking|leadership|time management|decision making|typescript|communication|operations management|risk assessment,coo,private sector management
r008420,"Education: Bachelor's in Education Experience: 2 years Skills: PHP, eLearning, Assessment, Communication, Instructional Design, Security Architecture, Presentation, Business Acumen",bachelor's in education,2,php|elearning|assessment|communication|instructional design|security architecture|presentation|business acumen|training program development,training specialist,human resources
r008421,"Education: Dental License Experience: 1 years Skills: Mobile UI/UX, Diagnosis, Patient Communication, Attention to Detail, Adobe Creative Suite, Dental Procedures, Clinical Skills, Compassion",dental license,1,mobile ui/ux|diagnosis|patient communication|attention to detail|adobe creative suite|dental procedures|clinical skills|compassion,dentist,healthcare
r008422,"Education: High School Experience: 2 years Skills: Teamwork, Scala, Responsive Design, Communication, Product Knowledge, Customer Service, Sales, Problem Solving",high school,2,teamwork|scala|responsive design|communication|product knowledge|customer service|sales|problem solving,sales associate,retail & hospitality
r008423,"Education: Bachelor's in Physics Experience: 4 years Skills: MATLAB, Docker, Problem Solving, Cassandra, Mathematics, Flask, Numerical Analysis, Shell Scripting",bachelor's in physics,4,matlab|docker|problem solving|cassandra|mathematics|flask|numerical analysis|shell scripting|signal processing|query optimization|simulink,matlab developer,technology
r008424,"Education: Bachelor's in Environmental Engineering Experience: 1 years Skills: Power BI, Regulations, Scala, Analysis, Water Systems, Sustainability, App Testing, Waste Management",bachelor's in environmental engineering,1,power bi|regulations|scala|analysis|water systems|sustainability|app testing|waste management|confluence|environmental assessment,environmental engineer,engineering & manufacturing
r008425,"Education: Master's in Marketing Experience: 7 years Skills: Database Design, Strategic Marketing, Brand Strategy, Team Management, Budget Management, TypeScript, Analytics, Leadership",master's in marketing,7,database design|strategic marketing|brand strategy|team management|budget management|typescript|analytics|leadership,marketing director,marketing & sales
r008426,"Education: Master's in Environmental Science Experience: 2 years Skills: Redis, Technical Knowledge, R, Analysis, Sustainability, Research, Environmental Science, Problem Solving",master's in environmental science,2,redis|technical knowledge|r|analysis|sustainability|research|environmental science|problem solving,environmental scientist,environmental
r008427,"Education: Associate in Videography Experience: 0 years Skills: Editing, Lighting, Video Shooting, Storytelling, C#, Technical Skills, R, Business Development",associate in videography,0,editing|lighting|video shooting|storytelling|c#|technical skills|r|business development|creativity,videographer,media production
r008428,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Redux, SEO, JavaScript, CSS, Business Development, AWS, Deep Learning, API Integration",bachelor's in computer science,2,redux|seo|javascript|css|business development|aws|deep learning|api integration|react|html,react developer,technology
r008429,"Education: Bachelor's in Electronics Engineering Experience: 1 years Skills: PCB Design, CAD, Hardware Design, Microcontrollers, Circuit Design, Graphic Design, Embedded Systems, R",bachelor's in electronics engineering,1,pcb design|cad|hardware design|microcontrollers|circuit design|graphic design|embedded systems|r,electronics engineer,engineering & manufacturing
r008430,"Education: Bachelor's in Cybersecurity Experience: 3 years Skills: Penetration Testing, Vulnerability Research, Networking, Oracle, Problem Solving, Decision Making, Hacking Tools, Security",bachelor's in cybersecurity,3,penetration testing|vulnerability research|networking|oracle|problem solving|decision making|hacking tools|security,ethical hacker,technology
r008431,"Education: Master's in Science Experience: 2 years Skills: Quality Control, Equipment Maintenance, Scientific Knowledge, Problem Solving, Leadership, Budget Management, Laboratory Management, Deep Learning",master's in science,2,quality control|equipment maintenance|scientific knowledge|problem solving|leadership|budget management|laboratory management|deep learning|safety,laboratory manager,research & development
r008432,"Education: MBA Experience: 4 years Skills: R, Project Management, Kotlin, Communication, Data Analysis, Process Improvement, Business Analysis, User Interface",mba,4,r|project management|kotlin|communication|data analysis|process improvement|business analysis|user interface|risk assessment|problem solving,business consultant,consulting
